date,open,high,low,close,volume
2020-01-01 09:15:00,32237.9,32338.55,32229.95,32336.85,0
2020-01-01 09:30:00,32336.65,32347.5,32239.3,32247.35,0
2020-01-01 09:45:00,32247.55,32251.8,32174.05,32206.0,0
2020-01-01 10:00:00,32204.2,32207.55,32132.3,32139.2,0
2020-01-01 10:15:00,32142.55,32188.05,32133.55,32171.1,0
2020-01-01 10:30:00,32174.4,32174.4,32127.0,32143.55,0
2020-01-01 10:45:00,32142.7,32148.75,32091.45,32106.75,0
2020-01-01 11:00:00,32107.75,32122.95,32099.2,32111.7,0
2020-01-01 11:15:00,32115.25,32127.65,32079.5,32100.3,0
2020-01-01 11:30:00,32096.45,32113.7,32075.75,32085.45,0
2020-01-01 11:45:00,32087.15,32098.8,32075.2,32088.6,0
2020-01-01 12:00:00,32088.75,32150.85,32082.75,32147.55,0
2020-01-01 12:15:00,32147.1,32164.25,32080.4,32084.35,0
2020-01-01 12:30:00,32084.2,32102.8,32058.55,32098.7,0
2020-01-01 12:45:00,32096.2,32117.55,32093.65,32107.05,0
2020-01-01 13:00:00,32107.2,32109.15,32087.6,32095.9,0
2020-01-01 13:15:00,32097.0,32137.2,32080.55,32126.95,0
2020-01-01 13:30:00,32126.2,32142.3,32101.45,32120.35,0
2020-01-01 13:45:00,32117.25,32168.25,32111.25,32146.95,0
2020-01-01 14:00:00,32147.1,32152.25,32092.4,32102.75,0
2020-01-01 14:15:00,32102.0,32104.9,32062.1,32088.95,0
2020-01-01 14:30:00,32087.85,32119.9,32080.8,32083.55,0
2020-01-01 14:45:00,32087.9,32102.9,32068.2,32068.2,0
2020-01-01 15:00:00,32069.15,32120.6,32067.05,32103.8,0
2020-01-01 15:15:00,32102.6,32135.55,32086.7,32128.9,0
2020-01-02 09:15:00,32133.15,32238.5,32133.15,32233.25,0
2020-01-02 09:30:00,32231.95,32255.3,32182.15,32195.45,0
2020-01-02 09:45:00,32194.25,32195.05,32132.95,32160.9,0
2020-01-02 10:00:00,32161.0,32188.4,32150.4,32172.75,0
2020-01-02 10:15:00,32170.1,32216.6,32167.25,32206.8,0
2020-01-02 10:30:00,32207.05,32234.6,32205.25,32208.8,0
2020-01-02 10:45:00,32211.8,32219.55,32182.65,32185.2,0
2020-01-02 11:00:00,32184.8,32201.5,32171.4,32190.3,0
2020-01-02 11:15:00,32192.15,32241.35,32191.4,32215.4,0
2020-01-02 11:30:00,32215.55,32248.8,32215.55,32233.45,0
2020-01-02 11:45:00,32233.45,32263.9,32233.45,32249.15,0
2020-01-02 12:00:00,32249.35,32281.05,32244.3,32276.95,0
2020-01-02 12:15:00,32275.5,32289.9,32270.05,32285.5,0
2020-01-02 12:30:00,32285.25,32296.15,32278.95,32289.8,0
2020-01-02 12:45:00,32289.1,32292.7,32232.2,32236.35,0
2020-01-02 13:00:00,32237.05,32279.6,32235.95,32272.2,0
2020-01-02 13:15:00,32273.1,32335.5,32265.8,32321.65,0
2020-01-02 13:30:00,32319.8,32330.65,32300.4,32315.35,0
2020-01-02 13:45:00,32318.2,32328.4,32289.55,32325.75,0
2020-01-02 14:00:00,32324.8,32359.35,32313.4,32348.35,0
2020-01-02 14:15:00,32348.7,32398.45,32348.7,32378.05,0
2020-01-02 14:30:00,32379.3,32415.0,32374.85,32409.0,0
2020-01-02 14:45:00,32410.05,32436.1,32390.2,32412.7,0
2020-01-02 15:00:00,32414.15,32462.05,32410.6,32453.55,0
2020-01-02 15:15:00,32455.2,32463.1,32425.95,32432.65,0
2020-01-03 09:15:00,32326.95,32326.95,32238.85,32273.35,0
2020-01-03 09:30:00,32274.35,32276.1,32191.4,32192.35,0
2020-01-03 09:45:00,32190.5,32205.25,32159.05,32191.0,0
2020-01-03 10:00:00,32191.15,32243.9,32191.15,32218.95,0
2020-01-03 10:15:00,32219.55,32257.65,32173.6,32193.0,0
2020-01-03 10:30:00,32194.95,32198.65,32142.05,32163.15,0
2020-01-03 10:45:00,32163.55,32175.15,32125.4,32141.55,0
2020-01-03 11:00:00,32141.65,32144.35,32102.65,32139.6,0
2020-01-03 11:15:00,32137.75,32161.0,32136.25,32143.35,0
