date,open,high,low,close,volume
2020-01-01 09:00:00,32237.9,32347.5,32174.05,32206.0,0
2020-01-01 10:00:00,32204.2,32207.55,32091.45,32106.75,0
2020-01-01 11:00:00,32107.75,32127.65,32075.2,32088.6,0
2020-01-01 12:00:00,32088.75,32164.25,32058.55,32107.05,0
2020-01-01 13:00:00,32107.2,32168.25,32080.55,32146.95,0
2020-01-01 14:00:00,32147.1,32152.25,32062.1,32068.2,0
2020-01-01 15:00:00,32069.15,32135.55,32067.05,32128.9,0
2020-01-02 09:00:00,32133.15,32255.3,32132.95,32160.9,0
2020-01-02 10:00:00,32161.0,32234.6,32150.4,32185.2,0
2020-01-02 11:00:00,32184.8,32263.9,32171.4,32249.15,0
2020-01-02 12:00:00,32249.35,32296.15,32232.2,32236.35,0
2020-01-02 13:00:00,32237.05,32335.5,32235.95,32325.75,0
2020-01-02 14:00:00,32324.8,32436.1,32313.4,32412.7,0
2020-01-02 15:00:00,32414.15,32463.1,32410.6,32432.65,0
2020-01-03 09:00:00,32326.95,32326.95,32159.05,32191.0,0
2020-01-03 10:00:00,32191.15,32257.65,32125.4,32141.55,0
2020-01-03 11:00:00,32141.65,32161.0,32075.75,32079.15,0
2020-01-03 12:00:00,32083.95,32090.55,32035.25,32064.75,0
2020-01-03 13:00:00,32066.2,32123.8,32040.4,32058.75,0
2020-01-03 14:00:00,32057.15,32057.95,31962.25,31983.25,0
2020-01-03 15:00:00,31982.3,32110.55,31982.3,32077.8,0
2020-01-06 09:00:00,31910.45,31910.45,31495.75,31620.95,0
2020-01-06 10:00:00,31622.55,31625.65,31499.15,31511.4,0
2020-01-06 11:00:00,31510.5,31517.6,31370.45,31414.9,0
2020-01-06 12:00:00,31414.35,31428.05,31319.55,31336.2,0
2020-01-06 13:00:00,31336.75,31398.6,31322.6,31346.05,0
2020-01-06 14:00:00,31346.9,31348.55,31171.95,31254.3,0
2020-01-06 15:00:00,31251.25,31274.55,31206.55,31228.7,0
2020-01-07 09:00:00,31598.05,31850.05,31586.4,31741.6,0
2020-01-07 10:00:00,31744.1,31744.1,31506.05,31528.65,0
2020-01-07 11:00:00,31527.85,31549.1,31400.5,31451.0,0
2020-01-07 12:00:00,31449.75,31514.85,31383.35,31393.35,0
2020-01-07 13:00:00,31392.4,31392.4,31201.5,31307.7,0
2020-01-07 14:00:00,31306.65,31392.45,31269.15,31338.15,0
2020-01-07 15:00:00,31341.0,31443.35,31324.95,31400.95,0
2020-01-08 09:00:00,30995.5,31350.25,30902.6,31188.9,0
2020-01-08 10:00:00,31190.7,31298.05,31135.65,31145.75,0
2020-01-08 11:00:00,31143.0,31185.2,31050.5,31115.55,0
2020-01-08 12:00:00,31115.25,31255.0,31078.3,31227.4,0
2020-01-08 13:00:00,31228.3,31282.75,31152.4,31217.95,0
2020-01-08 14:00:00,31215.35,31448.65,31215.35,31407.6,0
2020-01-08 15:00:00,31407.65,31431.55,31337.85,31355.3,0
2020-01-09 09:00:00,31748.25,31883.3,31706.1,31806.6,0
2020-01-09 10:00:00,31805.05,31973.15,31786.85,31957.1,0
2020-01-09 11:00:00,31954.35,32024.9,31909.4,32021.7,0
2020-01-09 12:00:00,32020.45,32080.8,32000.95,32077.5,0
2020-01-09 13:00:00,32076.9,32172.35,32054.5,32065.2,0
2020-01-09 14:00:00,32063.3,32119.85,32049.25,32086.65,0
2020-01-09 15:00:00,32086.45,32116.15,32054.75,32071.55,0
2020-01-10 09:00:00,32215.7,32253.4,32051.05,32196.5,0
2020-01-10 10:00:00,32193.8,32302.9,32163.35,32293.35,0
2020-01-10 11:00:00,32293.85,32345.2,32268.65,32292.7,0
2020-01-10 12:00:00,32293.55,32317.35,32229.0,32229.45,0
2020-01-10 13:00:00,32230.75,32254.6,32058.05,32114.45,0
2020-01-10 14:00:00,32114.45,32118.75,31955.0,32049.6,0
2020-01-10 15:00:00,32049.85,32133.9,32048.0,32081.9,0
2020-01-13 09:00:00,32139.1,32322.65,32075.6,32228.95,0
2020-01-13 10:00:00,32229.25,32272.3,32172.2,32175.15,0
2020-01-13 11:00:00,32174.85,32241.25,32165.4,32214.0,0
2020-01-13 12:00:00,32213.55,32265.7,32209.5,32235.9,0
2020-01-13 13:00:00,32234.2,32238.9,32096.1,32132.4,0
2020-01-13 14:00:00,32133.9,32197.85,32075.95,32169.7,0
2020-01-13 15:00:00,32168.85,32215.55,32153.9,32198.2,0
2020-01-14 09:00:00,32196.45,32196.45,32029.05,32046.85,0
2020-01-14 10:00:00,32046.45,32090.0,31989.8,32027.5,0
2020-01-14 11:00:00,32030.65,32076.0,32005.25,32059.95,0
2020-01-14 12:00:00,32060.25,32147.95,32056.9,32087.3,0
2020-01-14 13:00:00,32087.2,32162.55,32027.85,32045.15,0
2020-01-14 14:00:00,32044.0,32144.55,32006.5,32096.9,0
2020-01-14 15:00:00,32098.2,32116.55,32043.8,32061.45,0
2020-01-15 09:00:00,31994.75,31997.3,31749.05,31778.65,0
2020-01-15 10:00:00,31775.1,31803.45,31700.65,31723.65,0
2020-01-15 11:00:00,31722.9,31792.05,31720.6,31763.25,0
